category,model,url,spec_key,spec_value,found
direct-cool-refrigerator,MFE-C5H-ELNX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-elnx-xx,Depth/mm,711,yes
direct-cool-refrigerator,MFE-C5H-ELNX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-elnx-xx,Height/mm,1825,yes
direct-cool-refrigerator,MFE-C5H-ELNX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-elnx-xx,Width/mm,625,yes
direct-cool-refrigerator,MFE-C5H-ELNX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-elnx-xx,Depth/mm,745,yes
direct-cool-refrigerator,MFE-C5H-ELNX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-elnx-xx,Height/mm,1830,yes
direct-cool-refrigerator,MFE-C5H-ELNX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-elnx-xx,Loading Capacity- 40HQ/ 40Ft/ 20Ft,76/ 57/ 27,yes
direct-cool-refrigerator,MFE-C5H-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdel-xx,Type,Direct Cool,yes
direct-cool-refrigerator,MFE-C5H-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdel-xx,Gross Volume,358 Ltr.,yes
direct-cool-refrigerator,MFE-C5H-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdel-xx,Net Volume,345 Ltr.,yes
direct-cool-refrigerator,MFE-C5H-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdel-xx,Net Weight,68.5 ± 2 Kg,yes
direct-cool-refrigerator,MFE-C5H-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdel-xx,Gross Weight,76 ± 2 Kg,yes
direct-cool-refrigerator,MFE-C5H-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdel-xx,"Climate Type (SN, N, ST, T)",N ~ ST,yes
direct-cool-refrigerator,MFE-C5H-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdel-xx,Rated Voltage/ Hz/ watt,220~240/ 50/135,yes
direct-cool-refrigerator,MFE-C5H-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdel-xx,Compressor,RSCR,yes
direct-cool-refrigerator,MFE-C5H-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdel-xx,Temperature Control (Electronic/  Mechanical),Mechanical,yes
direct-cool-refrigerator,MFE-C5H-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdel-xx,Defrosting (Automatic/ Manual),Manual,yes
direct-cool-refrigerator,MFE-C5H-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdel-xx,Reversible Door,No,yes
direct-cool-refrigerator,MFE-C5H-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdel-xx,Handle (Recessed/ Grip):,Recessed,yes
direct-cool-refrigerator,MFE-C5H-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdel-xx,Lock,Yes,yes
direct-cool-refrigerator,MFE-C5H-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdel-xx,Refrigerant,R600a,yes
direct-cool-refrigerator,MFE-C5H-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdel-xx,Thermostat,RoHS Certified,yes
direct-cool-refrigerator,MFE-C5H-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdel-xx,Capillary,Copper,yes
direct-cool-refrigerator,MFE-C5H-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdel-xx,Polyurethane foam blowing agent,Cyclopentene [Eco-friendly (100% CFC & HCFC Free) Green Technology],yes
direct-cool-refrigerator,MFE-C5H-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdel-xx,Recommended voltage stabilizer capacity,2000VA,yes
direct-cool-refrigerator,MFE-C5H-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdel-xx,Shelf (Material/ No.),Wire/2,yes
direct-cool-refrigerator,MFE-C5H-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdel-xx,Door Basket,Yes/3,yes
direct-cool-refrigerator,MFE-C5H-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdel-xx,Interior Lamp,Yes,yes
direct-cool-refrigerator,MFE-C5H-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdel-xx,Vegetable Crisper,Yes/1,yes
direct-cool-refrigerator,MFE-C5H-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdel-xx,Vegetable Crisper Cover,Yes,yes
direct-cool-refrigerator,MFE-C5H-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdel-xx,Egg Tray or Pocket,Yes,yes
direct-cool-refrigerator,MFE-C5H-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdel-xx,Can Storage Dispenser,No,yes
direct-cool-refrigerator,MFE-C5H-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdel-xx,Shelf (Material/ No.),Rack Evaporator,yes
direct-cool-refrigerator,MFE-C5H-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdel-xx,Drawer,Yes/4,yes
direct-cool-refrigerator,MFE-C5H-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdel-xx,Ice Tray,Yes/1,yes
direct-cool-refrigerator,MFE-C5H-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdel-xx,Ice Case,Yes/2,yes
direct-cool-refrigerator,MFE-C5H-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdel-xx,Ice Remover spoon,Yes/1,yes
direct-cool-refrigerator,MFE-C5H-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdel-xx,Door Basket,No,yes
direct-cool-refrigerator,MFE-C5H-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdel-xx,Interior Lamp,No,yes
direct-cool-refrigerator,MFE-C5H-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdel-xx,Cooling Effect,Freezer Cabinet Less than -180C Refrigerator Cabinet 00C to +50C,yes
direct-cool-refrigerator,MFE-C5H-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdel-xx,Width/mm,585,yes
direct-cool-refrigerator,MFE-C5H-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdel-xx,Depth/mm,711,yes
direct-cool-refrigerator,MFE-C5H-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdel-xx,Height/mm,1825,yes
direct-cool-refrigerator,MFE-C5H-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdel-xx,Width/mm,625,yes
direct-cool-refrigerator,MFE-C5H-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdel-xx,Depth/mm,745,yes
direct-cool-refrigerator,MFE-C5H-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdel-xx,Height/mm,1830,yes
direct-cool-refrigerator,MFE-C5H-GDEL-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdel-xx,Loading Capacity- 40HQ/ 40Ft/ 20Ft,76/ 57/ 27,yes
direct-cool-refrigerator,MFE-C5H-GDEN-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gden-dd-inverter,Type,Direct Cool,yes
direct-cool-refrigerator,MFE-C5H-GDEN-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gden-dd-inverter,Gross Volume,358 Ltr.,yes
direct-cool-refrigerator,MFE-C5H-GDEN-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gden-dd-inverter,Net Volume,345 Ltr.,yes
direct-cool-refrigerator,MFE-C5H-GDEN-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gden-dd-inverter,Net Weight,76.5 ± Kg,yes
direct-cool-refrigerator,MFE-C5H-GDEN-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gden-dd-inverter,Gross Weight,84 ± Kg,yes
direct-cool-refrigerator,MFE-C5H-GDEN-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gden-dd-inverter,"Climate Type (SN, N, ST, T)",N ~ ST,yes
direct-cool-refrigerator,MFE-C5H-GDEN-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gden-dd-inverter,Rated Voltage/ Hz,220-240V~/50Hz,yes
direct-cool-refrigerator,MFE-C5H-GDEN-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gden-dd-inverter,Compressor Input Power (Watt),V 0102- 130 V 0301- 123 V 0401- 126.46,yes
direct-cool-refrigerator,MFE-C5H-GDEN-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gden-dd-inverter,Compressor Type,V 0102- RSIR V 0301- RSIR V 0401- BLDC Inverter,yes
direct-cool-refrigerator,MFE-C5H-GDEN-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gden-dd-inverter,Cooling Efect,Freezer Cabinet Less than -18 ̊C Refrigerator Cabinet 0 ̊C to +5 ̊C,yes
direct-cool-refrigerator,MFE-C5H-GDEN-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gden-dd-inverter,Temperature Control (Electronic/  Mechanical),Electronic,yes
direct-cool-refrigerator,MFE-C5H-GDEN-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gden-dd-inverter,Defrosting (Automatic/ Manual),Manual,yes
direct-cool-refrigerator,MFE-C5H-GDEN-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gden-dd-inverter,Reversible Door,No,yes
direct-cool-refrigerator,MFE-C5H-GDEN-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gden-dd-inverter,Handle (Recessed/ Grip):,Recessed,yes
direct-cool-refrigerator,MFE-C5H-GDEN-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gden-dd-inverter,Lock,Yes,yes
direct-cool-refrigerator,MFE-C5H-GDEN-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gden-dd-inverter,Refrigerant,V 0102- R600a V 0301- R600a V 0401- R600a,yes
direct-cool-refrigerator,MFE-C5H-GDEN-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gden-dd-inverter,Thermostat,RoHS Certified,yes
direct-cool-refrigerator,MFE-C5H-GDEN-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gden-dd-inverter,Capillary,V 0102- Copper V 0301- Copper V 0401- Copper,yes
direct-cool-refrigerator,MFE-C5H-GDEN-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gden-dd-inverter,Polyurethane foam blowing agent,Cyclopentene [Eco-friendly (100% CFC & HCFC Free) Green Technology],yes
direct-cool-refrigerator,MFE-C5H-GDEN-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gden-dd-inverter,Recommended voltage stabilizer capacity,"No Need To use Voltage stabilizer. NB: If out of voltage range(140V-260V), Then suggested 2100VA.",yes
direct-cool-refrigerator,MFE-C5H-GDEN-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gden-dd-inverter,Shelf (Material/ No.),Wire/2,yes
direct-cool-refrigerator,MFE-C5H-GDEN-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gden-dd-inverter,Door Basket,Yes/3,yes
direct-cool-refrigerator,MFE-C5H-GDEN-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gden-dd-inverter,Interior Lamp,Yes,yes
direct-cool-refrigerator,MFE-C5H-GDEN-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gden-dd-inverter,Vegetable Crisper,Yes/1,yes
direct-cool-refrigerator,MFE-C5H-GDEN-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gden-dd-inverter,Vegetable Crisper Cover,Yes,yes
direct-cool-refrigerator,MFE-C5H-GDEN-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gden-dd-inverter,Egg Tray or Pocket,Yes,yes
direct-cool-refrigerator,MFE-C5H-GDEN-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gden-dd-inverter,Can Storage Dispenser,No,yes
direct-cool-refrigerator,MFE-C5H-GDEN-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gden-dd-inverter,Deodorizer,No,yes
direct-cool-refrigerator,MFE-C5H-GDEN-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gden-dd-inverter,Shelf (Material/ No.),Rack Evaporator,yes
direct-cool-refrigerator,MFE-C5H-GDEN-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gden-dd-inverter,Drawer,Yes/4,yes
direct-cool-refrigerator,MFE-C5H-GDEN-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gden-dd-inverter,Ice Tray,Yes/1,yes
direct-cool-refrigerator,MFE-C5H-GDEN-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gden-dd-inverter,Ice Case,Yes/2,yes
direct-cool-refrigerator,MFE-C5H-GDEN-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gden-dd-inverter,Ice Remover spoon,Yes/1,yes
direct-cool-refrigerator,MFE-C5H-GDEN-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gden-dd-inverter,Door Basket,No,yes
direct-cool-refrigerator,MFE-C5H-GDEN-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gden-dd-inverter,Interior Lamp,No,yes
direct-cool-refrigerator,MFE-C5H-GDEN-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gden-dd-inverter,Width/mm,585,yes
direct-cool-refrigerator,MFE-C5H-GDEN-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gden-dd-inverter,Depth/mm,711,yes
direct-cool-refrigerator,MFE-C5H-GDEN-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gden-dd-inverter,Height/mm,1825,yes
direct-cool-refrigerator,MFE-C5H-GDEN-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gden-dd-inverter,Width/mm,635,yes
direct-cool-refrigerator,MFE-C5H-GDEN-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gden-dd-inverter,Depth/mm,740,yes
direct-cool-refrigerator,MFE-C5H-GDEN-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gden-dd-inverter,Height/mm,1890,yes
direct-cool-refrigerator,MFE-C5H-GDEN-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gden-dd-inverter,Loading Capacity- 40HQ/ 40Ft/ 20Ft,76/ 57/ 27,yes
direct-cool-refrigerator,MFE-C5H-GDXX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdxx-xx,Type,Direct Cool,yes
direct-cool-refrigerator,MFE-C5H-GDXX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdxx-xx,Gross Volume,358 Ltr.,yes
direct-cool-refrigerator,MFE-C5H-GDXX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdxx-xx,Net Volume,345 Ltr.,yes
direct-cool-refrigerator,MFE-C5H-GDXX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdxx-xx,Net Weight,76.5 ± 2 Kg,yes
direct-cool-refrigerator,MFE-C5H-GDXX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdxx-xx,Gross Weight,84 ± 2 Kg,yes
direct-cool-refrigerator,MFE-C5H-GDXX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdxx-xx,"Climate Type (SN, N, ST, T)",N ~ ST,yes
direct-cool-refrigerator,MFE-C5H-GDXX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdxx-xx,Rated Voltage/ Hz/ watt,220~240/ 50/135,yes
direct-cool-refrigerator,MFE-C5H-GDXX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdxx-xx,Compressor Input Power (Watt),V 0102- 130 V 0301- 123,yes
direct-cool-refrigerator,MFE-C5H-GDXX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdxx-xx,Compressor Type,V 0102- RSCR V 0301- RSCR,yes
direct-cool-refrigerator,MFE-C5H-GDXX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdxx-xx,Cooling Efect,Freezer Cabinet Less than -18 ̊C Refrigerator Cabinet 0 ̊C to +5 ̊C,yes
direct-cool-refrigerator,MFE-C5H-GDXX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdxx-xx,Temperature Control (Electronic/  Mechanical),Mechanical,yes
direct-cool-refrigerator,MFE-C5H-GDXX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdxx-xx,Defrosting (Automatic/ Manual),Manual,yes
direct-cool-refrigerator,MFE-C5H-GDXX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdxx-xx,Reversible Door,No,yes
direct-cool-refrigerator,MFE-C5H-GDXX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdxx-xx,Handle (Recessed/ Grip):,Recessed,yes
direct-cool-refrigerator,MFE-C5H-GDXX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdxx-xx,Lock,Yes,yes
direct-cool-refrigerator,MFE-C5H-GDXX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdxx-xx,Refrigerant,V 0102- R600a V 0301- R600a,yes
direct-cool-refrigerator,MFE-C5H-GDXX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdxx-xx,Thermostat,RoHS Certified,yes
direct-cool-refrigerator,MFE-C5H-GDXX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdxx-xx,Capillary,V 0102- Copper V 0301- Copper,yes
direct-cool-refrigerator,MFE-C5H-GDXX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdxx-xx,Polyurethane foam blowing agent,Cyclopentene [Eco-friendly (100% CFC & HCFC Free) Green Technology],yes
direct-cool-refrigerator,MFE-C5H-GDXX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdxx-xx,Recommended voltage stabilizer capacity,"No Need To use Voltage stabilizer. NB: If out of voltage range(140V-260V), Then suggested 2100VA.",yes
direct-cool-refrigerator,MFE-C5H-GDXX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdxx-xx,Shelf (Material/ No.),Wire/2,yes
direct-cool-refrigerator,MFE-C5H-GDXX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdxx-xx,Door Basket,Yes/3,yes
direct-cool-refrigerator,MFE-C5H-GDXX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdxx-xx,Interior Lamp,Yes,yes
direct-cool-refrigerator,MFE-C5H-GDXX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdxx-xx,Vegetable Crisper,Yes/1,yes
direct-cool-refrigerator,MFE-C5H-GDXX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdxx-xx,Vegetable Crisper Cover,Yes,yes
direct-cool-refrigerator,MFE-C5H-GDXX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdxx-xx,Egg Tray or Pocket,Yes,yes
direct-cool-refrigerator,MFE-C5H-GDXX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdxx-xx,Can Storage Dispenser,No,yes
direct-cool-refrigerator,MFE-C5H-GDXX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdxx-xx,Deodorizer,No,yes
direct-cool-refrigerator,MFE-C5H-GDXX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdxx-xx,Shelf (Material/ No.),Rack Evaporator,yes
direct-cool-refrigerator,MFE-C5H-GDXX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdxx-xx,Drawer,Yes/4,yes
direct-cool-refrigerator,MFE-C5H-GDXX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdxx-xx,Ice Tray,Yes/1,yes
direct-cool-refrigerator,MFE-C5H-GDXX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdxx-xx,Ice Case,Yes/2,yes
direct-cool-refrigerator,MFE-C5H-GDXX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdxx-xx,Ice Remover spoon,Yes/1,yes
direct-cool-refrigerator,MFE-C5H-GDXX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdxx-xx,Door Basket,No,yes
direct-cool-refrigerator,MFE-C5H-GDXX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdxx-xx,Interior Lamp,No,yes
direct-cool-refrigerator,MFE-C5H-GDXX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdxx-xx,Width/mm,594,yes
direct-cool-refrigerator,MFE-C5H-GDXX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdxx-xx,Depth/mm,711,yes
direct-cool-refrigerator,MFE-C5H-GDXX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdxx-xx,Height/mm,1820,yes
direct-cool-refrigerator,MFE-C5H-GDXX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdxx-xx,Width/mm,625,yes
direct-cool-refrigerator,MFE-C5H-GDXX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdxx-xx,Depth/mm,745,yes
direct-cool-refrigerator,MFE-C5H-GDXX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdxx-xx,Height/mm,1830,yes
direct-cool-refrigerator,MFE-C5H-GDXX-XX,http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfe-c5h-gdxx-xx,Loading Capacity- 40HQ/ 40Ft/ 20Ft,76/ 57/ 27,yes
direct-cool-refrigerator,MFC-C4H-GDEH-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c4h-gdeh-dd-inverter,Type,Direct Cool,yes
direct-cool-refrigerator,MFC-C4H-GDEH-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c4h-gdeh-dd-inverter,Gross Volume,348 Ltr,yes
direct-cool-refrigerator,MFC-C4H-GDEH-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c4h-gdeh-dd-inverter,Net Volume,333 Ltr.,yes
direct-cool-refrigerator,MFC-C4H-GDEH-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c4h-gdeh-dd-inverter,"Climatic Type (SN, N, ST, T)",N~ST,yes
direct-cool-refrigerator,MFC-C4H-GDEH-DD (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c4h-gdeh-dd-inverter,Rated Operating Voltage and Frequency,220-240V~ and 50Hz,yes
direct-cool-refrigerator,MFC-C4H-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c4h-gdel-xx,Type,Direct Cool,yes
direct-cool-refrigerator,MFC-C4H-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c4h-gdel-xx,Gross Volume,348 Ltr,yes
direct-cool-refrigerator,MFC-C4H-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c4h-gdel-xx,Net Volume,333 Ltr.,yes
direct-cool-refrigerator,MFC-C4H-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c4h-gdel-xx,"Climatic Type (SN, N, ST, T)",N~ST,yes
direct-cool-refrigerator,MFC-C4H-GDEL-XX (Inverter),http://marcelbd.com/refrigerator-freezer/direct-cool-refrigerator/mfc-c4h-gdel-xx,Rated Operating Voltage and Frequency,220-240V~ and 50Hz,yes
